date,country,confirmed,deaths,recovered,active
2000-11-08,Mexico,1476620,11703,894946,569971
2019-07-10,Japan,1941595,3741,1611834,326020
2015-03-01,UK,146366,3539,127533,15294
2000-10-30,Bangladesh,1601515,11749,1152151,437615
2024-08-15,South Korea,241346,2148,228696,10502
2014-10-07,Italy,862941,22792,660612,179537
2002-06-13,Canada,1454419,27626,802103,624690
2016-03-10,Pakistan,530195,12355,445773,72067
2008-12-27,Spain,58307,210,30016,28081
2008-01-27,South Korea,1828193,51945,1599596,176652
2006-12-25,Pakistan,287239,6875,243194,37170
2006-02-14,China,400194,5034,246369,148791
2015-06-19,Italy,1899411,53351,1139569,706491
2005-10-30,Thailand,1591427,43961,1264074,283392
2008-07-01,Bangladesh,840254,8862,635343,196049
2008-10-14,Italy,254332,5352,214152,34828
2006-12-06,UK,409457,8838,348906,51713
2010-09-02,Bangladesh,483244,3815,371720,107709
2019-06-15,South Korea,1793636,16800,1042885,733951
2013-11-09,Malaysia,132738,2475,98682,31581
2004-09-10,Indonesia,827926,19493,781241,27192
2013-09-06,Bangladesh,1789989,33477,1199348,557164
2014-10-19,Germany,1507443,27811,885644,593988
2019-07-03,Russia,1990951,4944,1665254,320753
2008-12-11,Turkey,1069677,31912,956619,81146
2008-09-01,India,321822,7334,203632,110856
2000-09-06,Mexico,117586,2216,107393,7977
2004-06-23,South Africa,1855254,2348,1104955,747951
2002-03-09,USA,803790,23376,741295,39119
2005-12-05,UK,413701,635,327957,85109
2001-05-23,Saudi Arabia,1310070,34704,665179,610187
2001-11-13,Spain,229549,3701,137366,88482
2011-02-05,Australia,628994,2252,531755,94987
2015-11-30,Spain,598351,15606,306689,276056
2022-02-13,South Korea,1102751,15505,973994,113252
2004-10-06,Russia,762236,5018,665366,91852
2019-08-22,Argentina,1187027,7888,853763,325376
2009-03-30,Australia,765806,9537,563736,192533
2008-03-03,Brazil,352337,9450,286124,56763
2013-11-02,Cambodia,910925,19325,548185,343415
2005-04-15,USA,177610,4892,96594,76124
2000-06-29,Pakistan,1486357,39239,1174255,272863
2011-03-28,UK,1492283,34917,1085227,372139
2019-11-22,Brazil,297530,6949,268709,21872
2004-11-07,South Africa,591814,7646,396246,187922
2023-09-09,Mexico,1242896,23180,862691,357025
2003-05-09,Egypt,1675000,34418,1324579,316003
2013-10-07,South Korea,1943040,28892,1625695,288453
2022-10-03,Pakistan,621159,9682,313628,297849
2008-11-17,Canada,1433997,24535,1084443,325019
2024-02-25,South Africa,1967853,22000,1151696,794157
2019-10-30,Kenya,428360,7254,403299,17807
2017-11-14,Saudi Arabia,1646419,47113,1403837,195469
2018-05-22,South Korea,612383,7052,476952,128379
2004-01-27,Saudi Arabia,1475578,34900,1015551,425127
2023-10-07,Turkey,1208771,13857,705203,489711
2022-03-08,Saudi Arabia,1857733,14559,1539441,303733
2008-07-20,Egypt,1187528,8463,777459,401606
2003-09-13,Spain,1826490,7316,1265480,553694
2010-11-14,Mexico,1697956,11861,1293645,392450
2020-03-31,Brazil,638062,18456,399653,219953
2020-02-16,Russia,700221,18748,505870,175603
2000-01-02,Argentina,1155732,30401,1083952,41379
2013-01-10,Indonesia,298837,4877,265115,28845
2007-10-23,South Africa,570534,6087,460471,103976
2014-06-30,Germany,580899,17396,533261,30242
2017-03-29,Mexico,532717,5014,338629,189074
2023-07-24,South Korea,1484744,16140,810875,657729
2012-04-10,Cambodia,1699166,8357,1136901,553908
2011-10-09,Argentina,469161,6984,429081,33096
2004-10-17,France,1802668,13900,1160482,628286
2019-02-16,Thailand,876249,1780,444917,429552
2007-05-21,Brazil,85765,1160,52602,32003
2011-04-29,India,1458319,42428,1137077,278814
2017-05-21,Germany,1970813,53889,1594489,322435
2021-05-10,Vietnam,1002634,2717,574257,425660
2006-12-21,Canada,1858181,44397,1219091,594693
2020-11-22,China,1165722,11559,596031,558132
2007-02-14,UK,1718950,43302,1617887,57761
2007-12-18,UK,572065,4318,459351,108396
2003-08-19,Mexico,841686,676,674438,166572
2016-06-28,Italy,1128828,29235,868883,230710
2024-04-21,China,1734394,30576,882458,821360
2017-12-13,South Africa,157975,4261,138357,15357
2016-06-01,Indonesia,1492580,28524,1329387,134669
2020-04-10,Canada,556816,11234,523631,21951
2001-03-31,Russia,1021074,30268,739229,251577
2001-01-04,Egypt,942677,6874,532902,402901
2003-08-03,South Korea,1922874,53516,1085043,784315
2019-01-14,Russia,1722948,16246,977624,729078
2022-07-23,Egypt,322885,9080,210192,103613
2016-10-19,Thailand,1050929,13917,836591,200421
2022-01-12,Brazil,551547,1770,313983,235794
2004-05-30,Egypt,1340953,1148,1125403,214402
2006-05-26,Bangladesh,1327856,27821,1244877,55158
2013-08-01,Cambodia,163801,2961,121044,39796
2003-01-11,Italy,805408,19525,427373,358510
2003-01-19,Egypt,789483,14023,607849,167611
2003-12-12,Russia,1830388,4768,1738404,87216
2007-08-26,South Korea,57916,673,42848,14395
2019-03-16,Philippines,1457392,41868,758607,656917
2018-09-15,Germany,1104376,20573,1023025,60778
2005-02-25,Spain,973605,23278,636348,313979
2002-03-13,Cambodia,686286,3360,470435,212491
2015-12-15,Malaysia,1775012,32848,1022132,720032
2021-07-27,Turkey,61003,540,56913,3550
2022-09-24,Turkey,650639,8882,598953,42804
2022-01-09,Malaysia,64815,691,40368,23756
2010-05-31,Philippines,870976,22988,727754,120234
2000-09-29,China,578719,262,335982,242475
2001-01-31,Canada,1568953,1292,1271305,296356
2013-04-16,Russia,1375761,33798,853974,487989
2009-07-07,South Korea,694066,14456,473188,206422
2019-07-28,Russia,1785693,10861,1262190,512642
2015-11-28,Philippines,1275565,22837,1016805,235923
2021-06-16,South Korea,1573942,37597,849405,686940
2010-10-28,Malaysia,1887559,3799,1681333,202427
2016-09-22,France,190211,1213,129891,59107
2011-11-16,Australia,1648002,11456,1376270,260276
2012-08-13,Malaysia,1973974,21705,1376767,575502
2000-05-28,Saudi Arabia,192202,4537,129492,58173
2016-02-25,Argentina,1206698,12125,1114418,80155
2022-03-27,South Korea,1008365,7706,698219,302440
2017-03-18,Japan,423094,11051,256327,155716
2019-10-02,Indonesia,1651918,6141,1463536,182241
2018-05-22,Philippines,1486701,17765,1013437,455499
2001-11-09,Spain,812414,8293,729577,74544
2000-02-23,UK,862156,1950,795383,64823
2012-01-07,Malaysia,1429417,12418,1020465,396534
2004-10-05,Cambodia,1536855,39578,900269,597008
2019-12-06,Argentina,302743,6104,199445,97194
2009-06-06,Cambodia,1239311,4149,650971,584191
2007-03-15,Spain,694567,19888,524585,150094
2021-10-11,Vietnam,1419142,16476,1259303,143363
2017-05-19,France,61104,1696,41468,17940
2004-10-15,China,338417,7234,269910,61273
2013-07-22,Cambodia,668659,13588,567192,87879
2011-09-26,Italy,1456930,23482,1298043,135405
2003-04-07,India,1770325,37678,1171097,561550
2007-12-10,Saudi Arabia,1835611,44747,1535471,255393
2015-01-24,South Africa,1350286,1937,1086498,261851
2014-02-12,Indonesia,949020,16152,486784,446084
2005-05-19,Saudi Arabia,1515475,17974,1095976,401525
2013-10-31,Russia,895536,2026,687288,206222
2021-05-14,Egypt,1875127,49308,1153676,672143
2000-02-27,Indonesia,54721,1422,32017,21282
2019-05-04,Pakistan,1758645,30467,1225430,502748
2015-04-19,Spain,1980824,26067,1669678,285079
2023-11-24,Indonesia,892930,6881,556118,329931
2020-02-26,Philippines,1446289,42763,1359575,43951
2003-04-16,Bangladesh,1921621,14146,1012115,895360
2018-01-25,South Korea,1566550,45530,1234933,286087
2016-03-19,France,529618,12227,487405,29986
2015-11-30,Egypt,823321,4937,523051,295333
2022-02-08,Mexico,1802240,26658,1516559,259023
2012-06-01,Australia,1651657,35482,1082371,533804
2005-10-25,South Korea,668694,9913,552727,106054
2010-06-18,Turkey,553755,180,373632,179943
2022-05-02,Germany,31668,641,28694,2333
2001-11-19,Thailand,470700,10203,430858,29639
2014-02-03,Cambodia,567932,11315,293907,262710
2020-03-24,Philippines,1805261,14349,1593099,197813
2004-02-11,Philippines,1347910,1813,1104208,241889
2015-06-21,Saudi Arabia,1719631,42127,1387989,289515
2016-03-29,Egypt,279976,5920,154008,120048
2008-05-06,Turkey,1270890,23910,928403,318577
2016-01-24,Bangladesh,1714253,8650,917596,788007
2018-10-06,Indonesia,367396,7049,346918,13429
2015-05-14,Vietnam,1809864,35427,1646212,128225
2006-11-26,Kenya,1258275,27987,1110741,119547
2003-08-29,Thailand,1479838,1516,1014186,464136
2005-05-02,Egypt,790320,6851,744945,38524
2020-07-28,Thailand,557308,10092,384915,162301
2022-12-09,Pakistan,1777014,21734,1301660,453620
2023-10-26,UK,1744637,28740,1591006,124891
2012-08-06,Russia,709212,19952,448680,240580
2014-06-13,Kenya,1552076,30316,1107075,414685
2005-09-22,Pakistan,882285,17908,727546,136831
2000-10-21,South Korea,1674714,540,1554838,119336
2006-08-18,Pakistan,452786,11978,347114,93694
2017-02-08,Russia,1779705,15549,1326761,437395
2017-03-16,Italy,1429745,11821,1239285,178639
2011-05-22,Thailand,733598,9781,545609,178208
2007-07-09,Pakistan,748194,11347,560370,176477
2013-01-09,Vietnam,783941,21983,522748,239210
2018-09-17,Mexico,332098,5255,288334,38509
2016-06-27,India,1418969,18762,951351,448856
2010-05-05,South Korea,431165,4711,383400,43054
2011-07-14,USA,1772811,30965,1129225,612621
2007-05-04,Germany,408159,6712,206944,194503
2004-11-27,France,1618206,6716,1428372,183118
2007-12-04,Indonesia,244477,2946,162227,79304
2014-10-07,Argentina,1151887,18542,750104,383241
2002-10-28,Thailand,1085535,23664,566630,495241
2018-01-12,Kenya,804435,12245,437329,354861
2011-11-29,Indonesia,298958,1310,250332,47316
2004-03-18,Russia,1848635,6684,970163,871788
2020-10-19,Bangladesh,938694,3600,770036,165058
2006-03-21,South Korea,1320200,1731,1102976,215493
2023-11-17,Vietnam,175858,3836,108643,63379
2006-09-18,Philippines,277974,3451,215227,59296
2000-06-16,France,915757,22551,823507,69699
2016-06-18,Russia,593280,5263,330522,257495
2010-06-17,Malaysia,87935,1053,80998,5884
2007-02-07,Malaysia,1262827,17827,983806,261194
2021-10-06,China,31080,485,18748,11847
2010-05-14,Egypt,1639142,38858,1454772,145512
2006-06-19,Cambodia,1848026,44179,1337148,466699
2023-04-01,Mexico,1901064,29847,1261004,610213
2016-10-03,Brazil,1184812,33075,698847,452890
2016-04-10,Mexico,425343,1434,273201,150708
2009-11-08,Malaysia,683635,398,580944,102293
2002-05-14,Kenya,1849926,13076,1650994,185856
2022-09-01,Malaysia,1626823,16622,870428,739773
2023-05-10,China,412479,8974,278749,124756
2001-09-01,Vietnam,1164190,9785,630985,523420
2000-07-04,Argentina,1999438,19537,1800699,179202
2002-10-04,Egypt,850300,13653,579986,256661
2010-02-13,South Africa,510787,14986,334107,161694
2012-12-15,Saudi Arabia,1969028,18456,1119343,831229
2020-02-27,Australia,644442,8819,426954,208669
2001-03-04,Cambodia,221146,4677,205132,11337
2003-09-19,South Korea,1098576,24065,900591,173920
2009-08-10,Germany,853595,12314,710657,130624
2020-04-04,Russia,191400,700,146417,44283
2006-08-29,France,1670438,48815,1225199,396424
2007-07-05,South Korea,1636222,18735,1131759,485728
2012-10-05,USA,1353894,30138,1076220,247536
2017-10-28,Egypt,948466,23893,784092,140481
2017-05-21,Cambodia,214399,5864,185884,22651
2012-06-29,Argentina,1604203,4089,856158,743956
2012-03-12,Thailand,1970497,29365,1220663,720469
2008-02-19,Bangladesh,1166871,20126,993055,153690
2011-08-28,Canada,881424,22935,586435,272054
2007-07-19,Japan,1530562,34759,1326930,168873
2007-11-08,Turkey,242898,3139,165673,74086
2021-01-23,Turkey,1314433,25452,900064,388917
2013-06-13,Brazil,76299,1297,68699,6303
2015-12-08,Saudi Arabia,1008657,25325,892485,90847
2016-11-12,Spain,74110,1185,59047,13878
2014-04-25,Spain,767589,10687,567729,189173
2013-04-01,Mexico,1744495,47998,1495130,201367
2003-07-20,Russia,352955,7198,227225,118532
2001-04-18,Vietnam,131720,3789,91627,36304
2000-10-20,UK,572803,14660,476302,81841
2008-06-16,Italy,1450986,14044,1250753,186189
2023-12-14,Saudi Arabia,818650,23529,648674,146447
2024-02-15,Cambodia,377572,1679,357520,18373
2020-06-28,Pakistan,1922577,16073,961798,944706
2014-06-26,Saudi Arabia,122390,2466,115548,4376
2016-04-27,Italy,1925447,37511,1157353,730583
2002-04-28,South Africa,1481727,7234,917488,557005
2007-08-27,Argentina,1976250,9334,1284512,682404
2005-06-18,Kenya,804303,7718,428759,367826
2003-06-30,Thailand,1046108,19348,967286,59474
2024-06-30,Cambodia,371316,3831,195026,172459
2001-11-24,Malaysia,402199,4159,300814,97226
2010-11-24,Thailand,1974157,30876,1276172,667109
2020-05-13,UK,1513,33,1406,74
2008-09-15,Bangladesh,818615,14847,634745,169023
2015-08-28,France,95767,313,64110,31344
2015-12-14,Pakistan,1844719,30745,1663819,150155
2016-05-06,Germany,1916214,16598,994873,904743
2021-11-28,Egypt,1414311,11669,860208,542434
2012-07-03,Thailand,1798687,47481,1289978,461228
2014-06-03,Cambodia,240442,6154,205094,29194
2021-07-18,Saudi Arabia,1701960,35422,1447523,219015
2024-05-15,Malaysia,1725850,8833,1189617,527400
2014-09-22,Bangladesh,1300422,28264,730489,541669
2017-06-15,Australia,50089,57,40906,9126
2013-09-24,Argentina,792118,2592,471552,317974
2012-04-13,Philippines,1544110,16422,1450338,77350
2003-05-02,Spain,1823572,19684,1199417,604471
2018-06-19,Turkey,245560,5835,163595,76130
2008-07-18,Cambodia,246672,2468,178811,65393
2001-06-25,Thailand,1790118,37094,1017525,735499
2011-02-24,Bangladesh,911207,13102,707075,191030
2013-12-27,Vietnam,1891558,4634,1573433,313491
2001-03-13,Japan,94511,2214,66539,25758
2009-09-12,Bangladesh,1460723,3826,1272160,184737
2010-01-04,Japan,1232444,34679,1022687,175078
2005-02-16,India,481636,8719,407264,65653
2001-09-18,Malaysia,1328357,5564,849443,473350
2003-04-24,Italy,794522,3650,670572,120300
2015-06-19,USA,1759384,17091,1013908,728385
2001-01-01,Egypt,1705694,4888,1358725,342081
2010-01-22,Turkey,219633,99,141208,78326
2016-08-26,Thailand,1165937,10746,878762,276429
2009-08-01,Spain,1300291,35115,1198107,67069
2006-11-21,Canada,998114,10184,710027,277903
2007-03-23,South Korea,261402,248,137901,123253
2017-02-07,UK,1218462,13056,788233,417173
2000-07-06,Australia,60541,657,34985,24899
2000-03-10,South Africa,1076347,6793,778118,291436
2015-06-21,Cambodia,446298,9181,339299,97818
2022-06-30,Japan,1211212,10543,650202,550467
2022-03-06,Brazil,206976,2121,164317,40538
2003-09-15,Australia,1271631,13562,781218,476851
2021-11-24,Kenya,1749319,22169,1400433,326717
2008-04-05,Pakistan,493823,7634,296718,189471
2020-10-23,Russia,1730256,49118,1223413,457725
2015-01-23,Brazil,1488660,41527,1343563,103570
2016-06-07,USA,643524,1561,498271,143692
2015-11-15,Australia,1658741,11426,984863,662452
2016-09-23,Egypt,1790154,5089,1155314,629751
2000-09-28,Bangladesh,272329,1824,234640,35865
2017-04-12,Russia,796225,3716,612231,180278
2010-01-06,India,941011,1000,662663,277348
2006-07-16,Russia,1000528,29164,642797,328567
2002-05-08,Russia,850675,7491,774208,68976
2011-02-25,India,1707764,33027,1392202,282535
2021-01-24,Australia,1161267,23679,625723,511865
2001-08-11,Germany,58922,1742,42277,14903
2006-04-13,Bangladesh,1734234,33939,1348531,351764
2007-02-16,Germany,79419,59,50008,29352
2001-09-16,Brazil,1316120,7808,1155035,153277
2024-07-21,France,71798,1966,39448,30384
2020-01-22,USA,885973,22225,501287,362461
2020-12-30,Argentina,384302,8501,339645,36156
2018-12-21,Egypt,147372,2025,112532,32815
2001-09-26,Turkey,343573,3737,186133,153703
2015-10-17,Spain,1153853,9388,1012657,131808
2016-04-27,Canada,883243,22668,831540,29035
2012-12-03,Pakistan,1764542,19544,1124878,620120
2006-01-04,Pakistan,1916973,877,1706931,209165
2018-11-05,South Korea,314809,2373,226835,85601
2018-10-29,Brazil,1768004,3196,990006,774802
2003-05-17,Thailand,744422,842,562506,181074
2011-02-11,Italy,1421554,14490,1244239,162825
2007-02-14,Germany,1277783,32301,697876,547606
2008-10-17,Spain,717532,17365,504840,195327
2012-11-19,Russia,585340,10481,330091,244768
2019-06-15,South Korea,1915923,18369,1195590,701964
2009-12-05,India,169924,4366,112662,52896
2020-07-22,Thailand,1454112,3121,1025005,425986
2000-03-24,Egypt,419071,3913,370189,44969
2015-05-05,Bangladesh,694639,13413,368147,313079
2001-01-18,Italy,1146567,20986,1018372,107209
2012-08-24,Japan,1013804,5704,946519,61581
2011-06-13,Japan,1695745,47514,1567830,80401
2003-09-20,France,785965,10587,552211,223167
2010-07-03,South Africa,1186475,5023,978620,202832
2014-04-21,Japan,404084,4471,238191,161422
2008-09-16,Thailand,721201,1508,660178,59515
2006-05-05,Thailand,1377970,37200,837298,503472
2020-07-23,Italy,138632,2691,105396,30545
2011-11-03,Argentina,1378039,21273,796981,559785
2013-08-14,Philippines,536098,5138,400589,130371
2011-06-06,Cambodia,289882,640,275046,14196
2010-11-21,Bangladesh,719879,15354,637912,66613
2000-02-22,Pakistan,404131,10055,334013,60063
2009-11-13,Egypt,1260260,3327,732394,524539
2009-04-17,Egypt,154134,1919,83785,68430
2010-11-07,Pakistan,1944122,7617,1380740,555765
2013-09-25,Japan,1541239,11417,1199858,329964
2023-03-20,Thailand,1587429,1554,1216805,369070
2005-06-03,USA,837167,25047,659932,152188
2017-04-19,Cambodia,1416469,4133,1250147,162189
2002-10-16,Russia,588087,73,451457,136557
2006-09-24,India,584792,4250,379184,201358
2018-04-12,Thailand,396844,2902,345139,48803
2007-05-12,Kenya,941854,12545,509926,419383
2007-07-17,China,702336,5708,530194,166434
2015-05-12,Cambodia,822021,16301,467978,337742
2019-03-07,Philippines,769132,8666,628453,132013
2023-11-01,South Africa,1346456,18445,1109818,218193
2015-07-17,Russia,1759657,22179,1516782,220696
2007-01-26,Japan,203956,93,111266,92597
2015-01-02,Kenya,414224,3384,245592,165248
2022-03-14,Russia,1848278,44694,1311609,491975
2019-12-20,France,846578,15991,763284,67303
2007-11-24,Saudi Arabia,1159760,10302,808762,340696
2017-06-13,Thailand,1370210,40500,770842,558868
2013-01-23,Thailand,1366481,20247,1219737,126497
2022-09-21,Brazil,1900110,10185,1519438,370487
2005-05-06,Argentina,1602605,3974,1513833,84798
2003-01-01,Thailand,1220413,26619,829506,364288
2003-08-29,Canada,345379,4624,218181,122574
2011-09-15,Vietnam,1561726,14694,1112750,434282
2020-11-04,South Africa,698994,14075,462830,222089
2005-08-12,Bangladesh,1794558,32099,982363,780096
2000-10-05,Germany,1713627,7879,1349782,355966
2021-01-17,Argentina,141242,2048,117209,21985
2006-06-21,Spain,592797,12137,336323,244337
2013-10-22,USA,713696,18545,361273,333878
2011-12-13,Spain,894668,10809,780224,103635
2002-08-24,UK,993438,19223,799307,174908
2001-04-07,China,1435089,27028,951226,456835
2022-09-22,Kenya,854189,24734,471504,357951
2006-01-28,Kenya,9049,159,7103,1787
2009-01-23,Kenya,1621664,27243,820485,773936
2015-08-05,Kenya,1135127,26462,1027563,81102
2016-12-22,Turkey,274603,5896,215624,53083
2024-01-22,Malaysia,148658,3862,137948,6848
2009-01-05,Turkey,136784,942,86118,49724
2008-04-20,Egypt,1631156,39839,1342049,249268
2007-09-16,Egypt,1269966,34958,1071670,163338
2008-08-19,Russia,652350,13476,411844,227030
2004-05-10,Spain,904339,21270,531032,352037
2014-05-09,UK,1037072,3940,817011,216121
2018-04-08,Kenya,693601,10055,586599,96947
2020-12-22,Pakistan,1800060,18242,1358332,423486
2010-03-24,India,262519,5206,142410,114903
2000-04-08,India,1531210,23481,1125835,381894
2006-10-01,Brazil,706990,2443,569785,134762
2005-01-12,Russia,1119054,25064,936158,157832
2022-04-18,South Korea,327522,1583,243265,82674
2015-10-27,Thailand,693675,7204,460059,226412
2022-08-08,France,32939,728,16620,15591
2023-02-16,Bangladesh,835512,5193,590834,239485
2014-05-25,South Korea,1042658,10324,743958,288376
2013-04-23,India,855352,20450,494715,340187
2018-07-21,Japan,1627481,37572,1166807,423102
2020-06-08,South Korea,41198,750,34393,6055
2002-05-28,Argentina,408265,5717,367134,35414
2019-04-15,France,1178033,5291,972743,199999
2006-10-27,Philippines,301314,2157,259679,39478
2000-05-28,Cambodia,1339009,36653,1040264,262092
2010-05-17,Bangladesh,1147732,14618,891086,242028
2023-01-17,USA,1777186,25451,1031285,720450
2015-03-01,Malaysia,506307,3778,302458,200071
2009-08-04,Vietnam,1437011,5583,778588,652840
2005-05-03,Bangladesh,1533933,44892,1203673,285368
2009-05-28,Pakistan,1454843,40768,1337918,76157
2018-12-26,Malaysia,1570424,6772,1088013,475639
2008-01-02,Argentina,783453,12424,717938,53091
2002-09-16,USA,1631300,35711,1048682,546907
2023-12-17,Italy,575525,212,298469,276844
2016-06-10,India,1185995,24428,827884,333683
2009-03-23,Mexico,292891,6271,153103,133517
2015-06-24,India,1914702,49369,1015871,849462
2005-08-28,Kenya,984253,20814,545229,418210
2006-04-21,Spain,513921,11316,328376,174229
2023-07-16,Italy,1602759,20682,1412918,169159
2001-02-21,France,1212658,35100,892127,285431
2018-04-02,South Africa,1285161,4108,675488,605565
2023-06-11,Spain,322495,4437,273761,44297
2010-02-16,Thailand,1765462,40623,1311795,413044
2010-05-18,India,323466,1872,263607,57987
2000-12-26,Canada,801907,15575,731750,54582
2007-01-14,China,1200072,25799,1089753,84520
2019-07-03,Japan,1852517,52804,1685572,114141
2011-07-02,Japan,1121687,5293,1002579,113815
2018-08-23,USA,1631552,19172,1363812,248568
2011-11-27,Indonesia,1450604,10155,933223,507226
2008-04-17,Brazil,1691367,7778,1457273,226316
2007-11-10,Italy,1608810,32397,1107684,468729
2003-08-02,Germany,135629,349,89490,45790
2012-08-31,Turkey,1908009,9003,1313299,585707
2002-05-05,Mexico,1885314,18208,1331881,535225
2017-05-08,Bangladesh,1420292,12281,1289176,118835
2024-03-27,Australia,1313899,11433,852341,450125
2018-02-02,Germany,512968,908,268446,243614
2009-07-21,Turkey,1338263,4335,777400,556528
2022-10-23,Egypt,766091,21712,552325,192054
2014-03-21,Indonesia,345620,3529,198751,143340
2009-08-16,China,396848,4401,219466,172981
2009-09-03,UK,412465,2197,382573,27695
2003-07-09,Philippines,881229,19720,627576,233933
2021-05-12,USA,1411626,25910,1055047,330669
2019-03-28,Cambodia,1247302,10304,681182,555816
2006-11-19,Vietnam,1284946,17196,677333,590417
2020-04-01,Indonesia,651530,17266,449425,184839
2023-01-18,South Korea,1405063,10594,1123431,271038
2008-12-31,Brazil,599028,10917,422741,165370
2022-08-19,Saudi Arabia,56610,100,29641,26869
2017-05-11,Italy,955223,18899,604459,331865
2010-06-17,Japan,976223,10650,701133,264440
2018-12-12,Thailand,1938781,16243,1824228,98310
2002-06-02,Kenya,890408,22881,534724,332803
2019-12-03,UK,1335475,31260,700089,604126
2014-04-25,Australia,1644685,37946,1456764,149975
2018-08-31,Russia,1514815,43752,829176,641887
2018-12-25,Canada,1360678,7964,1187202,165512
2009-02-23,South Korea,1857705,8227,1287853,561625
2022-04-09,Egypt,1297215,38632,1075127,183456
2011-08-28,USA,1818948,9041,1124219,685688
2002-09-14,Philippines,1065789,11637,948530,105622
2002-05-10,Canada,618124,6768,395761,215595
2013-01-26,South Korea,1141314,18553,606925,515836
2008-10-16,Russia,198782,5943,115979,76860
2016-09-30,South Korea,773360,9542,449468,314350
2019-11-30,Pakistan,1988137,45808,1861012,81317
2004-03-10,Pakistan,701734,9724,364955,327055
2010-10-09,Turkey,1152893,31766,701879,419248
2002-12-24,Cambodia,1651025,13271,1324851,312903
2011-04-29,India,885728,24220,808723,52785
2003-01-26,Mexico,154313,657,126007,27649
2012-03-20,Cambodia,125210,2417,84005,38788
2009-12-14,Australia,1153120,17765,952525,182830
2018-09-05,South Korea,461218,11655,346317,103246
2012-09-16,Cambodia,1117973,30277,720497,367199
2009-07-19,Indonesia,280223,7275,150246,122702
2016-06-27,Italy,103846,322,87042,16482
2014-11-07,Brazil,1103312,12460,829575,261277
2006-06-21,Egypt,1267266,36990,1107613,122663
2000-10-17,France,108513,334,77115,31064
2024-05-10,Brazil,585950,15116,311443,259391
2018-08-05,Egypt,1484675,5959,920142,558574
2005-02-25,China,101262,2022,57654,41586
2013-01-29,Kenya,1186847,12034,847895,326918
2006-03-15,Philippines,1621873,16492,974615,630766
2018-09-10,UK,42941,843,29095,13003
2019-05-18,India,221926,4203,160149,57574
2008-01-14,Kenya,438026,11486,253325,173215
2008-08-28,Germany,504829,10546,369219,125064
2013-04-20,China,1095798,10276,838064,247458
2019-07-01,Australia,688088,13397,348989,325702
2006-04-16,Turkey,1140910,15717,729394,395799
2004-02-05,Saudi Arabia,415592,2705,368704,44183
2014-05-04,Brazil,640660,16509,483596,140555
2017-09-24,India,1154784,4582,802118,348084
2023-11-23,Kenya,1262109,21857,729153,511099
2004-10-02,Saudi Arabia,365317,6841,316951,41525
2013-01-13,Canada,1901355,42757,1627909,230689
2018-12-11,Argentina,863560,5030,469790,388740
2005-11-03,Brazil,353084,8316,228723,116045
2012-07-10,Mexico,1105672,10801,926303,168568
2012-08-08,Spain,502984,2326,462292,38366
2013-05-17,Thailand,1832014,43517,1023747,764750
2002-11-20,India,1077975,8739,638965,430271
2016-09-17,Argentina,1664262,18923,1133325,512014
2017-08-10,Russia,533051,15572,461813,55666
2016-11-08,Vietnam,212604,1686,145392,65526
2020-11-04,Pakistan,464605,12717,265562,186326
2021-07-23,UK,1382082,21351,925969,434762
2020-01-26,France,339426,3607,311491,24328
2018-01-14,Spain,1811881,51800,1572493,187588
2006-11-15,Egypt,1748487,33044,1157991,557452
2007-08-19,Australia,688834,16604,593000,79230
2008-07-31,Bangladesh,34387,975,18691,14721
2006-05-03,Spain,1755569,583,882423,872563
2014-05-05,Spain,1689746,7618,890233,791895
2016-12-19,Mexico,1077572,22529,798459,256584
2005-07-23,Vietnam,738137,6080,689287,42770
2011-12-15,Italy,1052509,13916,671434,367159
2009-08-30,Vietnam,1927530,34923,1254844,637763
2012-08-02,Cambodia,59679,890,36666,22123
2003-06-26,Argentina,620429,8300,475242,136887
2016-01-06,Australia,1705716,44213,863067,798436
2005-10-17,Vietnam,776109,11954,705775,58380
2007-06-15,Egypt,287983,4540,214390,69053
2004-04-29,Argentina,403626,801,303454,99371
2008-05-10,Indonesia,801146,23462,593430,184254
2014-06-16,USA,1553142,43688,1107634,401820
2008-07-14,India,960557,21536,608802,330219
2009-09-22,Pakistan,1499188,32314,784681,682193
2021-07-14,Brazil,1528919,756,1415850,112313
2009-05-21,India,1711057,970,1240022,470065
2012-08-24,Cambodia,722252,21195,665166,35891
2018-08-10,Pakistan,537208,15752,417510,103946
2005-03-23,South Africa,1066227,4814,608407,453006
2022-06-25,Vietnam,1979252,41466,1551098,386688
2003-10-16,Germany,1285646,24256,721766,539624
2012-03-18,Egypt,42430,984,30117,11329
2011-10-19,Philippines,672958,15729,481361,175868
2023-03-05,Bangladesh,1693384,18354,1118034,556996
2019-03-05,India,1070996,16307,628443,426246
2013-12-25,Spain,1107183,1858,644066,461259
2001-09-26,Russia,597879,2702,327279,267898
2006-03-04,Saudi Arabia,676445,4245,577945,94255
2010-04-06,Canada,974837,25684,846868,102285
2006-08-14,Italy,842161,18180,423289,400692
2008-02-21,Italy,1306617,23357,660306,622954
2000-06-17,Germany,1218240,24652,1096062,97526
2011-06-25,Russia,1602314,42434,1024324,535556
2015-12-03,Pakistan,1311672,10581,1161574,139517
2008-05-07,Thailand,1656768,11117,1021217,624434
2010-02-28,Russia,798434,23913,727165,47356
2015-06-20,Mexico,1908533,25582,1203777,679174
